Bandstructure_0@BandasGB3E.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.509596e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
1.0000e-01  -7.1976e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -7.1695e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -7.1307e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -7.0817e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -7.0231e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.9558e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.8814e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.8500e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.8278e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.8055e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.7834e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.7618e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.7413e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.7225e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.7059e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.6921e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.6818e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.6754e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.6733e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 41
x           Energy / eV  Fractional k-point
0.0000e+00  -7.1384e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -7.1328e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -7.1159e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -7.0879e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -7.0491e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -7.0001e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.9413e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.8945e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.8719e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.8020e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.7283e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.6880e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.6656e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.6435e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.6223e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.6025e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.5848e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.5701e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.5588e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.5518e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.5494e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 42
x           Energy / eV  Fractional k-point
0.0000e+00  -7.0482e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -7.0433e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -7.0288e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -7.0058e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.9767e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.9461e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.9185e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.8734e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.7973e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.7314e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.7099e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.6827e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.6554e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.6325e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.6117e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.5929e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.5764e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.5628e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.5526e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.5463e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.5441e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 43
x           Energy / eV  Fractional k-point
0.0000e+00  -6.9277e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.9257e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.9194e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.9082e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.8899e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.8607e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.8167e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.7705e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.7517e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.7137e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.6624e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.5922e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.5008e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.4041e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.3296e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.3095e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.2918e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.2771e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.2798e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.2821e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.2828e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 44
x           Energy / eV  Fractional k-point
0.0000e+00  -6.8390e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.8375e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.8329e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.8254e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.8153e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.8026e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.7876e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.7585e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.7230e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.6989e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.6240e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.5293e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.4310e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.3530e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.3077e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.2643e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.2707e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.2755e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.2647e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.2570e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.2543e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 45
x           Energy / eV  Fractional k-point
0.0000e+00  -6.8203e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.8184e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.8127e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.8037e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.7919e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.7778e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.7616e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.7434e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.6893e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.6118e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.5291e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.4473e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.3859e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.3314e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.2572e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.2245e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.2197e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.2241e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.2277e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.2300e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.2308e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 46
x           Energy / eV  Fractional k-point
0.0000e+00  -6.7695e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.7642e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.7486e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.7226e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.6865e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.6407e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.5856e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.5218e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.4500e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.4122e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.3904e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.3618e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.3100e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.2545e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.2386e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.2135e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.1982e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.1859e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.1771e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.1719e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.1703e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 47
x           Energy / eV  Fractional k-point
0.0000e+00  -6.6670e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.6625e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.6490e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.6262e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.5940e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.5524e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.5017e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.4484e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.4313e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.3711e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.3060e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.2864e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.2668e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.2472e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.2223e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.1992e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.1473e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.1533e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.1578e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.1605e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.1614e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 48
x           Energy / eV  Fractional k-point
0.0000e+00  -6.5080e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.5067e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.5028e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.4964e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.4877e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.4766e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.4635e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.4425e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.3758e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.3250e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.2860e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.2230e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.2322e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.2141e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.2023e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.1399e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.1268e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.1297e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.1315e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.1323e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.1324e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 49
x           Energy / eV  Fractional k-point
0.0000e+00  -6.4228e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.4213e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.4171e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.4102e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.4008e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.3892e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.3755e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.3601e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.3431e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.3028e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.2282e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.1959e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.1871e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.1948e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.1312e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.1380e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.1241e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.0846e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.0871e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.0888e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.0906e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 50
x           Energy / eV  Fractional k-point
0.0000e+00  -6.3352e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.3311e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.3190e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.2990e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.2717e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.2378e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.1991e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.1765e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.1883e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.2002e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.2119e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.1851e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.1109e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.1213e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.1284e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.1167e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.0801e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.0723e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.0819e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.0883e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.0893e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 51
x           Energy / eV  Fractional k-point
0.0000e+00  -6.2647e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.2608e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.2493e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.2303e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.2045e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.1731e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.1656e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.1586e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.1357e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.1449e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.1501e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.1192e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.1027e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.1089e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.1149e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.0762e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.0608e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.0487e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -6.0239e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -6.0301e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -6.0322e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 52
x           Energy / eV  Fractional k-point
0.0000e+00  -6.1246e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.1260e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.1300e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.1362e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.1442e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.1530e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.1339e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.1265e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.1226e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.1007e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.0948e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.0982e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.1013e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.0673e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.0717e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.0528e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.0437e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -6.0140e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -5.9904e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -5.9528e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -5.9398e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 53
x           Energy / eV  Fractional k-point
0.0000e+00  -6.1226e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.1216e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.1190e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.1157e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -6.1133e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -6.1141e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -6.1188e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -6.0942e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -6.0619e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -6.0718e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -6.0852e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -6.0970e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -6.0641e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -6.0192e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -6.0320e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -6.0303e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -6.0007e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -5.9664e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -5.9120e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -5.9167e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -5.9183e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 54
x           Energy / eV  Fractional k-point
0.0000e+00  -6.1220e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -6.1201e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -6.1140e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -6.1040e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
